1529509168162363684,0.072175,-0.265133,-9.77704,-0.000353731,0.00142116,0.000888142
1529509168177567481,0.0702636,-0.228509,-9.80995,0.000132865,-0.00181549,-0.00121821
1529509168196482289,0.0675706,-0.291956,-9.78322,0.00018688,0.00196345,0.00060045
1529509168217055186,0.0921901,-0.27797,-9.79539,-0.0023725,-0.00228216,8.04815e-05
1529509168237912708,0.0745183,-0.280898,-9.79023,0.00167845,0.00313708,0.000678039
1529509168257542519,0.057981,-0.257634,-9.78308,-0.000674085,-0.0031436,0.00042304
1529509168277599914,0.056326,-0.267386,-9.78993,0.00149926,0.00188568,-0.00042906
1529509168295964846,0.0708634,-0.241258,-9.79578,0.000523173,-0.000380917,2.1189e-05
1529509168315950657,0.0767322,-0.296346,-9.85506,-0.000202994,0.000214913,-0.000415741
1529509168336552638,0.0755462,-0.259629,-9.81355,-0.000374126,-0.00219477,0.000987915
1529509168357484327,0.0750957,-0.276501,-9.81466,-0.00127516,-0.000769883,-0.000169351
1529509168375950717,0.0679131,-0.255601,-9.78222,0.000958078,0.00163361,-0.000118044
1529509168397308867,0.0647221,-0.289146,-9.79868,2.16831e-05,0.0011616,-0.000262368
1529509168416586426,0.0778296,-0.203309,-9.79348,-0.000993517,-0.00121992,0.000472836
